-0.606372	-0.977880	-0.401303	0.270660	0.475245	1.159194	0.633299	-1.425571	1.466305	-1.643436	0.524146	0.199775	-1.785904	0.181534	-0.149506	0.810083	-1.358805	0.753695	-0.820337	1.350912	1.532959	-0.954425	-0.198556	-0.347521	-0.160791	0.851516	-0.941382	-2.007781	0.988227	1.779462	1.829901	0.560555	0.571020	1.061135	0.852357	-2.880617	-0.535198	-1.124164	-1.618637	-1.162309	1.510556	-1.372149	-0.929220	-1.416909	-0.644414	0.491587	1.146676	-0.873799	1.648424	-1.490685	0.485948	-1.261933	-0.162688	2.142917	-1.261525	1.157152	0.595767	-1.167793	-0.306827	1.066969	1.274192	-1.767710	1.405880	1.484676	2.612305	0.259255	0.162310	-0.018379	-1.299448	-0.927281	0.011140	1.172922	-0.418824	-1.139924	0.282168	2.418790	0.150856	-0.088417	2.448250	1.235510	0.886077	0.292526	-2.080053	-0.340121	1.034366	-0.304692	0.311884	0.416137	-0.987194	1.200474	-0.425957	0.495478	-0.736050	-1.076310	0.385028	-1.824986	1.278226	1.018960	-0.812813	-0.175920	-0.346263	0.105987	1.524359	0.370536	-0.717793	-1.788060	-0.041699	1.098898	-1.119397	-1.272098	-0.157604	-0.332557	0.934335	0.407452	2.151876	-0.054244	-0.823936	-0.098937	-0.690421	-1.352014	-0.273348	-0.387200	0.269725	-0.172586	1.243796	1.326192	0.525109	-0.511773	-0.535036	0.459942	-1.704412	-0.195996
-0.928918	-0.804062	0.194593	0.187648	0.808164	1.567595	-0.186452	-1.697328	0.935322	-1.470486	0.452321	-0.042376	-2.342799	-0.715375	-1.245600	-0.755928	-0.607293	-0.033758	-0.589857	0.895365	-1.091974	-0.170535	0.173235	0.271694	-0.264677	-0.074564	-1.348091	-1.311984	1.444669	2.374215	-0.283424	-0.203382	-0.242430	0.532499	-0.970747	-3.094567	0.623141	-1.150628	-0.585764	-1.074095	-1.466345	0.680384	-2.388938	0.723048	-0.080034	-0.140122	0.657852	-1.946176	0.518739	-1.471402	-0.664730	-0.955669	1.024377	1.975024	-0.954534	1.580793	-0.814400	-1.626668	1.207352	1.359050	0.535667	1.708597	0.261575	-0.364902	2.144280	0.049962	1.609860	-0.377016	0.981107	-0.779800	-0.395753	-0.207311	1.714196	-1.031444	-0.864979	1.409943	-0.849240	-1.290055	0.549471	-0.117347	0.430418	-0.076092	0.630779	-0.998282	-1.085257	-0.915895	-1.647153	-0.329244	0.832147	0.642640	1.278425	1.164204	-0.402266	0.357817	-1.690079	-0.487506	2.085200	-0.970184	-1.399805	-2.130780	0.901548	1.614282	-1.173966	0.546200	-0.997627	0.436526	-2.207781	0.540223	-1.459910	0.342610	-0.562199	0.891803	0.425834	0.721734	0.338003	0.435608	-0.126866	0.834939	0.936593	0.374591	-0.989058	0.301879	-1.366749	-0.436251	-0.439467	0.129294	0.086099	-0.034795	1.274712	-0.512307	-1.315687	0.878951
-0.812039	-0.996286	-0.519681	0.807189	0.327463	0.546778	-0.210327	-1.077041	1.985848	-1.058817	0.489647	1.352172	-0.647208	-0.261606	-1.071617	-0.776002	1.480060	1.462280	-0.196736	0.331928	-0.758524	-1.330833	-0.042826	1.180221	0.419702	0.101603	-0.423273	0.832097	0.789700	0.534885	0.614746	-0.077546	-0.002942	-0.884855	0.105241	-1.164733	0.927090	-1.085759	0.118487	-1.006542	0.888097	-0.548109	-1.217489	-1.579760	-0.623981	0.517843	-0.523797	-1.048762	1.294733	-0.603723	-1.058514	-0.260433	0.272733	1.069294	1.415036	0.352783	-0.380304	0.147938	-0.354066	-1.245572	2.110709	-1.193636	2.540703	-0.757429	-0.268561	0.524358	1.568886	-0.515636	1.649748	-0.804533	0.223148	-0.622517	1.065904	-0.253003	0.242331	2.120865	-1.927692	0.009848	-0.745965	-0.297424	1.129001	0.054029	1.078350	0.508261	0.440131	-0.059212	-0.150350	-0.532918	-2.254257	-0.052107	-0.480430	-0.456793	0.029382	-0.048998	1.499730	-2.130083	0.591848	-1.212053	0.066822	-1.973769	2.686001	0.435172	-1.014175	0.367340	0.597764	-1.270085	-0.445902	-0.516734	0.954082	-0.384262	-1.063819	-0.929909	-0.583347	0.390953	2.808085	-0.879251	-0.338834	-1.026987	1.405207	-2.536601	-0.997291	0.057308	2.459114	-0.242232	-1.014753	-0.147811	-0.067933	0.937253	0.585179	0.329741	0.712274	1.476976
-0.791072	-0.848251	0.063024	0.731056	0.272276	0.652739	-0.099077	-2.111890	1.929846	-0.816778	0.814285	0.424185	-1.773188	-0.903126	-1.173729	-0.297822	0.649840	-0.231238	-0.289999	0.713081	0.850897	-0.602748	2.498003	-0.959254	-1.388317	1.521972	-2.613709	0.551093	-0.152349	-0.125487	-0.448074	0.127636	2.044330	-1.239107	0.595578	-1.212307	1.727486	-1.413310	-0.524811	0.613701	0.260917	0.359389	2.100607	-0.783302	-2.272655	1.584249	-0.451026	-0.913978	1.465646	-1.940810	-1.768383	-1.618639	1.310654	-0.300245	-2.768683	-1.134569	-0.548110	0.218965	0.148500	2.205110	-0.896938	-0.739720	-0.424032	-0.041974	-1.283570	0.666107	1.113183	-0.677550	-0.750780	1.357540	1.680732	-0.325018	0.432419	0.312262	0.493593	1.054068	1.345236	-0.401871	0.261867	-0.639414	1.328108	-1.366523	-1.500272	-1.340287	-0.476586	-0.739966	-1.064750	0.428763	-0.356114	-0.789913	-2.295184	1.254723	-1.020266	-0.020380	-0.726668	0.272157	-0.593331	-0.406094	-1.207065	0.188679	-1.182634	-2.441353	-0.364813	0.688493	-0.914267	-0.371238	2.047222	-0.121305	1.096961	-1.730884	-0.046118	-1.025858	-1.295648	1.326900	-0.949867	-1.240214	-0.975323	0.097357	0.143699	-0.228411	0.403693	0.623474	-0.200241	0.988095	-1.208285	0.836613	-0.268100	-1.299492	1.647507	-0.379032	0.750417	-1.663201
-0.633222	-0.262843	0.156612	1.200432	0.396249	0.782385	0.430044	-0.917120	0.628895	-1.551145	0.442762	2.220739	-1.379258	-1.927724	0.869223	-0.745798	-0.630875	0.280656	-1.020426	1.578298	0.741600	-0.902366	2.066414	1.632154	-1.015421	-1.531811	-1.910837	1.059566	0.854529	-0.564267	-0.031527	-0.031474	0.362100	-0.887299	-0.743572	-2.059986	0.823806	-0.116686	0.011195	-0.478239	-2.901887	-0.073715	0.207087	-1.477285	0.910270	0.819497	2.160693	-0.705639	-0.499474	-1.429703	0.200874	-1.585592	-1.277600	-1.624768	-1.564097	-1.427582	1.553238	-1.414027	0.338765	1.172583	0.032129	-0.129267	-0.917406	-0.794058	-0.563091	-0.076168	-1.481743	-1.040935	-0.791706	0.524306	0.076658	-1.813442	0.175672	-1.877787	-0.341512	0.268595	-0.621957	0.034461	1.428843	-1.953746	0.928191	2.556483	-0.826698	0.178652	-0.650639	-0.180890	1.484457	1.772362	-1.034528	0.296561	-0.641179	-0.072662	1.583232	-1.259496	-1.375783	-0.372057	-0.555558	1.812349	0.614095	0.054514	-1.603251	0.433418	0.889853	-1.793242	-0.848245	0.724292	-1.505002	-0.367512	-1.021648	1.770725	0.953106	0.671504	-0.294943	0.764366	-0.848699	0.205805	-1.170770	-0.770756	-1.021108	-0.653333	-0.792281	-0.456864	0.934295	1.099423	0.124326	1.205817	1.615684	-1.746406	0.704584	-0.771884	1.693791	1.040537
-0.388887	-0.061973	0.541301	1.435823	0.857714	-0.428480	0.709991	-0.178126	0.114563	-2.315688	0.618981	1.477505	-0.609336	0.534591	2.267282	-0.601686	0.335212	-0.932758	-0.817735	1.360144	-1.724759	0.528306	1.320327	-0.537976	-1.956112	-0.951640	-0.654265	-1.424164	1.834730	-0.215735	-0.609474	-0.093568	0.298288	0.970081	-0.105588	-0.340347	-0.648379	-1.397155	-1.736802	0.977058	-0.351992	1.967799	1.768228	1.170906	0.004204	1.419941	0.933244	0.583178	-1.570407	1.293830	0.751676	-0.005004	-0.357822	-1.053912	0.580699	0.190960	0.791072	-1.521798	0.811219	0.659347	1.554675	1.721536	0.972637	-0.272350	-0.248711	-0.155236	-0.223516	-0.483506	2.024043	0.042061	0.752063	0.041568	1.245822	-0.062031	-0.962565	-0.508289	0.108806	-0.325448	0.637913	0.451383	-0.145345	1.534034	-1.135353	-0.776402	-1.353762	2.552215	0.887107	0.553253	-0.100659	0.933389	0.858448	-2.205496	0.782757	0.312864	-1.305010	0.906774	-0.757465	-0.628582	-0.069817	1.644682	-0.508746	-1.239066	-0.342962	1.712252	1.597139	0.397806	0.401248	0.445584	-0.024610	0.888464	0.797235	1.471037	-1.441549	-0.100067	0.971439	-0.938787	0.284936	0.553875	0.759071	-0.922919	0.696762	-0.589788	-1.455834	-1.279231	-0.360323	0.911568	0.582657	-1.107296	-0.689222	-0.616480	-0.790918	-0.130163
-0.492352	-0.198929	0.194386	1.595669	0.809174	-0.250962	0.719365	-0.650804	0.507573	-1.555702	1.145226	1.491241	-0.335721	1.108771	0.041254	-1.295825	0.615544	1.064084	-0.208301	0.884308	-0.052799	-1.165073	2.720162	-1.509445	-1.760720	0.993570	0.019282	-1.053425	1.656163	0.429743	-0.074596	1.179188	0.981391	-0.562535	1.227255	0.806105	-1.245474	0.080394	-0.576034	0.349386	-0.803832	-1.125477	1.791046	-0.284390	-1.448756	-1.275176	0.599585	-1.570604	-0.411489	0.380843	1.028176	-1.708493	-0.606998	0.058532	-0.447452	0.055255	1.017309	0.312864	-0.945153	0.000801	0.242968	-0.900135	-0.220575	-0.315899	0.773550	-1.935049	0.529444	-0.153848	0.421800	-0.303642	-0.543380	0.948722	-0.024409	-0.518827	0.018804	-0.660645	-0.230934	-1.583826	-0.415654	-0.807349	-1.625202	-0.673096	-1.521086	0.994721	1.351571	0.156746	-2.215013	-3.000619	-0.891190	0.101845	-0.885969	-0.609276	0.549543	1.050595	-0.680061	0.143095	0.533737	-1.155878	0.255030	-1.348327	-0.176039	-0.937848	-0.517036	0.784460	-0.502190	-0.054631	-0.878224	0.824336	-0.545296	0.219900	0.867172	1.305027	0.246666	0.168654	-0.220817	-0.533737	0.466290	-0.876342	0.269105	-0.038071	0.699060	-0.346184	0.727560	0.241858	-0.866314	1.716284	0.664624	-0.806804	0.191331	-0.277108	0.250647	-0.029779
-0.471508	-0.413332	0.324326	1.694593	-0.139855	0.179801	0.056449	0.196911	-0.517448	-1.601499	0.175199	1.278734	1.497537	0.634999	1.008321	-0.698406	-0.816354	0.364567	-0.812983	2.237535	-0.293212	0.645496	1.067929	-0.230922	-0.416919	-0.410218	-0.825747	-1.959237	0.405991	1.658409	0.346596	0.390514	0.715067	-1.529695	0.569228	1.144547	-0.762969	0.251884	-0.948267	0.923180	-0.078345	0.904575	0.496308	-0.728303	0.204911	-0.196284	1.828020	-1.236436	0.278568	0.356541	-0.787496	-2.171056	-0.276327	-1.149291	-1.292270	-0.065601	0.664803	0.243432	-1.231630	1.894029	-0.490284	-1.560384	2.358048	-0.553582	2.471087	1.933246	-0.939322	-0.970014	-0.360846	0.268832	-2.035291	-0.935555	0.476760	0.297501	0.245213	0.039115	1.664535	0.423075	1.018758	1.421293	1.009365	0.521774	0.624860	0.704106	0.198616	0.104988	-0.498209	0.082277	0.418594	-0.720496	0.195134	0.851685	-0.287353	0.588637	-0.153138	1.572693	-0.539778	0.144310	-2.096868	-2.210120	0.376549	0.468522	0.345767	0.761214	-0.893995	1.857568	0.049572	-0.677575	-0.526943	-0.884180	0.350756	-0.015778	-1.606274	-1.610083	-2.337573	-1.797790	-0.001573	0.582553	0.358885	0.370201	-0.091289	-1.385501	0.219165	1.074901	-0.344265	-0.487706	-1.289138	-0.250293	0.579370	-0.405582	1.038330	-0.112725
-0.221843	-0.370997	0.336140	1.791257	-0.320380	0.747248	-0.676643	0.138749	-0.169178	-1.043713	0.362635	-0.682737	-0.982573	1.210310	1.472261	0.469545	0.121749	-0.503368	-0.377110	-0.354904	-0.197446	-0.926071	0.202531	0.300743	-1.167182	0.577613	0.415971	-0.919933	1.976589	-0.154039	1.304315	0.959097	-0.522826	-0.842149	0.117475	0.262254	-0.864925	-0.913594	-2.324449	-0.002969	-0.047151	-0.335700	-0.272809	0.147212	-1.295718	0.146150	1.563317	-1.580547	-0.557595	0.006727	-0.894917	-0.246492	-0.200614	0.123675	0.305749	-1.492380	-0.808805	1.897307	2.974925	0.392239	1.752842	-0.974965	0.030308	-0.982847	0.175289	1.190362	1.783754	1.236986	-0.420328	-0.521013	1.206460	-0.244045	1.052203	-0.874594	-1.194576	-0.425412	-0.014498	0.016132	-0.688596	-1.390514	0.615388	-1.394833	1.105394	-1.169359	1.936747	0.895958	0.450056	-1.731023	-1.596607	0.308615	0.756443	0.417305	1.087338	-1.216256	-1.267045	0.545434	-0.489442	-0.678315	-0.067390	1.008396	-0.423051	-0.076684	-0.946356	0.528421	0.026153	-1.385225	2.144555	-1.520684	0.617833	-1.598713	-0.265628	0.921261	-0.797740	2.713888	1.005866	-1.040369	0.094256	0.870394	0.890623	0.081676	1.422523	0.434358	-0.291649	0.535481	-0.438986	2.211688	-0.534893	-0.006938	-3.713456	1.356046	0.383722	-0.273067
-0.647899	-0.578319	1.134948	2.171084	0.085182	-0.401140	0.592509	0.460795	-0.367428	-1.616609	-0.534697	-0.429100	0.038164	1.291057	0.664050	0.535271	1.541513	-0.060228	0.278870	0.926243	-0.603206	-0.091913	-0.095674	-0.767262	-0.661108	-0.846879	-0.926948	0.649562	1.065143	0.342350	0.123667	0.311083	-0.395561	0.880797	-1.031601	-1.328267	0.684738	0.403054	-1.289154	-0.521509	0.673802	0.659945	1.240958	-1.894452	-1.346799	1.729347	-1.440720	-1.358699	0.873459	-0.648738	-0.311670	0.917111	-0.072425	0.379111	-0.221698	0.877209	1.098035	0.552466	0.038856	0.214593	0.203045	0.890634	1.218870	0.309087	-1.183648	-0.537308	0.227061	-0.601580	-0.362810	-1.225659	-1.257238	0.258348	0.843400	-2.069033	1.220296	-0.085361	-0.742445	-0.965869	0.827301	0.130225	0.587811	0.956553	-0.603151	0.689828	-0.268030	-0.543276	0.602588	-1.237727	-1.561947	-0.690282	0.589118	1.318556	0.860501	-0.715697	0.913490	-0.736466	-1.874536	-0.349315	-0.798381	0.041643	0.699057	0.442223	-0.107304	1.084695	-0.907758	-0.381435	-2.052830	0.063726	1.278038	-0.126384	0.980571	-1.174418	0.020008	-0.559276	0.168781	1.658480	-0.288283	1.867843	0.558935	-1.422413	-0.797749	1.358441	1.099638	0.546270	1.109678	1.198512	-0.581535	0.989110	0.980022	-0.850086	-0.466593	-0.392645
